"","year","month","day","country","activity","disease"
"557",2003,5,11,"Brazil",336,"flu"
"558",2003,5,11,"Bulgaria",NA,"flu"
"559",2003,5,11,"Canada",NA,"flu"
"560",2003,5,11,"Chile",3,"flu"
"561",2003,5,11,"France",NA,"flu"
"562",2003,5,11,"Germany",NA,"flu"
"563",2003,5,11,"Hungary",NA,"flu"
"564",2003,5,11,"Japan",NA,"flu"
"565",2003,5,11,"Mexico",NA,"flu"
"566",2003,5,11,"Netherlands",NA,"flu"
"567",2003,5,11,"New.Zealand",NA,"flu"
"568",2003,5,11,"Norway",NA,"flu"
"569",2003,5,11,"Paraguay",NA,"flu"
"570",2003,5,11,"Peru",456,"flu"
"571",2003,5,11,"Poland",NA,"flu"
"572",2003,5,11,"Romania",657,"flu"
"573",2003,5,11,"Russia",NA,"flu"
"574",2003,5,11,"South.Africa",NA,"flu"
"575",2003,5,11,"Spain",NA,"flu"
"576",2003,5,11,"Sweden",NA,"flu"
"577",2003,5,11,"Switzerland",NA,"flu"
"578",2003,5,11,"Ukraine",NA,"flu"
"579",2003,5,11,"United.States",NA,"flu"
"580",2003,5,11,"Uruguay",122,"flu"
"581",2003,5,18,"Argentina",232,"flu"
"582",2003,5,18,"Australia",NA,"flu"
"583",2003,5,18,"Austria",NA,"flu"
"584",2003,5,18,"Belgium",NA,"flu"
"585",2003,5,18,"Bolivia",539,"flu"
"586",2003,5,18,"Brazil",361,"flu"
"587",2003,5,18,"Bulgaria",NA,"flu"
"588",2003,5,18,"Canada",NA,"flu"
